,City,Ratings_x,Ideal_duration,Best_time_to_visit,City_desc,Type,Place,Ratings_y,Distance,DistanceFromCity,Place_desc
558,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Garden,Get close to Nature in the Botanical Gardens,3.3,45 km  from city center,45," The Botanical Gardens of Calcutta were founded by Robert Kyd in 1787. Protected by the Botanical Survey of India, it stretches over 109 hectares. A Banyan tree in the garden, of more than 330 m circumference, known as The Great Banyan, is the largest tree in the world. The Botanic Gardens of Kolkata were later renamed Acharya Jagadish Chandra Indian Botanic Garden. "
559,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Zoo,Alipore Zoo,3,5 km  from city center,5," The Alipore Zoo, also known as the Calcutta Zoo or the Zoological Garden of Alipore, is the oldest zoological park to have been established in India and is a major tourist attraction in Kolkata. It attracts tourists from all across the nation who visit the zoo to explore the wildlife that happily thrives here and to enjoy themselves.  "
560,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Park,Spend an Evening in Eco Tourism Park,3.5,11 km  from city center,11,Eco Tourism Park is an expansive urban park designed to promote eco tourism in the city. It is the biggest urban park in India and occupies over 475 acres of land. The beauty of the location increases ten folds because of a water body that surrounds the park and forms an island in the middle.
561,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Temple,Calcutta Jain Temple,3.5,4 km  from city center,4,Pareshnath Jain Temple is a temple complex dedicated to four Jain Teerthankaras. The complex is a beautiful arrangement of these shrines and draws tourists from all over the world. The architecture of the temples consists of intricately carved marbles and glass work. It is indeed one of the few temples that have a charismatic vibe.
562,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Park,Rides in Nicco Park,3.5,6 km  from city center,6," Nicco Park is an amusement park frequently visited for entertainment and recreational purposes. It is also called the 
""Disney Land of West Bengal: and attracts visitors in large numbers throughout the year. The park functions efficiently on solar energy that causes no pollution.  "
563,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Ghat,Boat Ride & Food at Prinsep Ghat,3.5,4 km  from city center,4," Prinsep Ghat, located on the banks of River Hooghly, is a majestic structure famous for its Greek/ Gothic inlays. IWith the magnificent Howrah Bridge in the background, watching the sunrise or sunset and taking a long walk in the cool air on the banks of the river are some of the preferred recreational activities here.  "
564,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Park,Party in the Park Street,3.5,1 km  from city center,1," Park Street is a major access route in Kolkata, also officially known as Mother Teresa Sarani. The street begins at Chowringhee Road or JL Nehru road and stretches till Park Circus crossing. It is said that Park Street never sleeps and is always bustling with activities. It is one of the major hangouts in the city as it has a number of pubs and restaurants. "
565,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Shopping,Shopping in Chowringhee,3.5,3 km  from city center,3," Chowringhee, also officially known as Jawaharlal Nehru Road, is a happening hub and frequently visited by locals for recreational activities and shopping. It is one of the few localities in the city with top end boutiques, hotels, malls, shops and restaurants.  "
566,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Park,South Park Street Cemetery,3.5,3 km  from city center,3," South Park Street Cemetery is an 18th-century non-church cemetery, one of the earliest in the world. It is one of the largest burial grounds and a heritage site in Kolkata and maintained by the Archaeological Survey of India. Most of the tombs in the South Park Street Cemetery are aesthetically beautiful and very attractive. "
567,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Church,St John's Church,3.5,2 km  from city center,2,St John's Church is one of the oldest churches in Kolkata that was built during the reign of the British Kingdom when the city was the capital of British India. It is a splendidly well-maintained structure that draws history and architecture buffs for its uniqueness and ancient features.
568,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Gram,Jhargram,3.5,141 km  from city center,141," Jhargram is small city located in the state of West Bengal with a rich historical and cultural background. Surrounded by dense forests this place is mystical. A perfect place to spend few days in the lap of nature surrounded by friendly tribal population, you are bound to be mesmerized not only by its picturesque beauty but by the gregarious people who inhabit this place.  "
569,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Park,Central Park,3.5,5 km  from city center,5," Also known as Banabitan, Central Park is the second largest urban park after Maidan, situated in Bidhannagar, Kolkata. Built around an expansive lake, the park also has a rose garden. Another attraction is its beautiful butterfly garden. "
570,Kolkata,4.3,02-Apr,October-February,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']",Park,Millenium Park,3.5,2 km  from city center,2," Spread over an area of 2.5 kms on the banks of River Hooghly in Kolkata, Millenium Park is a privately owned park situated on the Strand Road. The park has beautiful landscaped gardens and numerous slides and swings for kids. "
